Data Type:                         CLASS 10 SECOND DATA
Project ID:                        NSSL: MOBILE SITE TEST AT BOULDER, CO
Launch Site Type/Site ID:          MOBILE, NS2
Launch Location (lon,lat,alt):     105 15.00'W, 40 01.00'N, -105.25, 40.01667, 1600
GMT Launch Time (y,m,d,h,m,s):     1990, 04, 07, 02:08:25
Sonde Type/ID/Sensor ID/Tx Freq:   VAISALA RS80-15L 0, 0, 0
Met Processor/Met Smoothing:       VAISALA PP-11, 20 SECONDS
Winds Type/Processor/Smoothing:    LORAN-C, ANI-7000, 60 SECONDS
Pre-launch Surface Obs Source:     MANUAL ENTRY
System Operator/Comments:          D. LAURITSEN, NCAR MCLASS TEST FLIGHT, RL3 AT BOULDER, CO. DATA PROVIDED TO WPL. GOOD CLEAN FLIGHT.  TERRY J. SCHUUR
/
/
 Time  Press  Temp  Dewpt  RH    Uwind  Vwind  Wspd  Dir   dZ       Lon       Lat     Rng   Ang    Alt    Qp   Qt   Qh   Qu   Qv   Quv
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg       deg      km   deg     m     mb   C    %    m/s  m/s  m/s
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- ---------- --------- ----- ----- ------- ---- ---- ---- ---- ---- ----
 -80.0  836.7   7.5   -.4  57.0    0.0   -1.0   1.0   0.0   0.0 -105.25000  40.01667   0.0 180.0  1600.0 77.0 77.0 77.0 77.0 77.0 77.0
  10.0  832.6   5.6   -.6  63.3     .4     .7    .8 207.0   4.1 -105.25000  40.01667   0.0 270.0  1640.6   .2   .7  2.9  1.0  1.5  1.8
  20.0  827.3   6.1   -.8  60.7   -1.4    0.0   1.4  90.2   5.2 -105.25104  40.01567    .1 218.6  1692.5   .3   .3   .5   .7  1.1  1.3
  30.0  821.6   6.6  -1.2  55.9   -3.3   -1.3   3.5  68.6   5.7 -105.25178  40.01487    .3 217.2  1749.6   .3   .1   .9   .3   .6   .7
  40.0  816.0   6.4  -1.9  53.5   -3.1    -.1   3.1  88.4   5.6 -105.25235  40.01426    .3 216.8  1805.9   .5  0.0   .5   .3   .4   .5
  50.0  810.4   6.0  -2.7  52.0   -2.7     .3   2.8  96.9   5.6 -105.25283  40.01375    .4 216.6  1861.6   .4   .1   .8   .2   .4   .5
  60.0  805.3   5.6  -3.2  52.8   -1.0   -1.1   1.5  42.6   5.2 -105.25309  40.01319    .5 214.3  1913.9   .4  0.0   .3   .2   .3   .3
  70.0  799.8   5.1  -3.4  53.8    -.8   -1.1   1.4  34.6   5.5 -105.25337  40.01272    .5 213.2  1969.1   .2  0.0   .4   .1   .2   .3
  80.0  794.2   4.6  -3.7  54.4   -1.2    -.8   1.4  56.5   5.8 -105.25367  40.01240    .6 213.4  2026.8   .2   .1   .6   .1   .2   .3
  90.0  788.8   4.1  -4.1  53.8   -2.3    -.2   2.3  84.5   5.6 -105.25393  40.01222    .6 214.1  2082.7   .2  0.0   .3   .1   .2   .2
 100.0  783.4   3.8  -4.7  52.5   -2.8    0.0   2.8  90.1   5.5 -105.25415  40.01210    .6 214.9  2138.0   .2  0.0  1.0   .1   .2   .2
 110.0  777.6   3.4  -5.1  53.3   -3.0     .2   3.0  94.5   6.0 -105.25446  40.01202    .6 216.3  2198.2   .5   .1   .7   .1   .2   .2
 120.0  938.4  11.8  -2.1  46.6   -2.9     .1   2.9  92.9 999.0 -105.25475  40.01201    .7 218.0   650.6 99.0 24.4 99.0   .1   .2   .2
 130.0  955.7  12.6   1.2  46.7   -2.7     .2   2.7  94.9 -15.3 -105.25502  40.01201    .7 219.6   497.9 99.0 18.8 99.0   .1   .2   .2
 140.0  761.7   2.3  -2.0  55.2   -2.0    1.0   2.3 115.1 999.0 -105.25527  40.01211    .7 221.5  2366.1   .7   .3   .9   .1   .2   .3
 150.0  756.5   2.2  -6.1  52.7   -1.8    2.2   2.8 140.9   5.5 -105.25540  40.01245    .7 224.4  2421.2   .4   .3  2.4   .1   .3   .3
 160.0  752.0   2.0  -6.2  55.4   -1.1    4.3   4.4 165.0   4.9 -105.25597  40.01311    .6 232.1  2470.2   .5  0.0  1.6   .2   .4   .4
 170.0  747.1   1.9  -5.7  57.8    -.7    6.1   6.2 173.2   5.3 -105.25653  40.01368    .6 239.2  2522.9   .4  0.0  1.3   .2   .3   .4
 180.0  741.4   2.1  -5.5  56.9    -.1    7.1   7.1 179.4   6.2 -105.25689  40.01415    .7 244.5  2584.6   .5   .4  2.8   .1   .3   .3
 190.0  736.2   3.2  -6.1  48.4     .4    6.2   6.2 184.2   5.6 -105.25703  40.01468    .6 249.8  2640.7   .5   .2  1.3   .1   .3   .3
 200.0  730.8   4.1  -7.4  39.7    1.1    4.4   4.5 193.8   6.0 -105.25691  40.01495    .6 252.1  2700.7   .5   .3  1.2   .1   .3   .3
 210.0  725.3   4.6  -9.3  32.9    1.3    2.5   2.9 207.5   6.2 -105.25673  40.01507    .6 252.8  2762.4   .7   .1  1.6   .1   .3   .3
 220.0  720.5   4.7 -11.2  28.6    1.3     .4   1.4 251.7   5.5 -105.25655  40.01505    .6 252.1  2817.1   .9   .1   .4   .2   .3   .4
 230.0  716.1   4.5 -12.3  27.6    1.1   -1.8   2.1 329.5   4.9 -105.25648  40.01481    .6 249.5  2866.0   .3  0.0   .3   .2   .3   .3
 240.0  711.2   4.1 -13.0  26.8    1.2   -3.0   3.2 338.9   5.6 -105.25643  40.01461    .6 247.4  2921.9   .3  0.0   .4   .1   .2   .3
 250.0  705.6   3.6 -13.8  25.7    1.6   -3.6   3.9 335.7   6.4 -105.25624  40.01442    .6 244.8  2986.2   .2  0.0   .4   .1   .2   .3
 260.0  700.1   3.2 -14.7  24.8    2.8   -4.2   5.0 326.2   6.3 -105.25580  40.01429    .6 241.8  3049.5   .4   .1   .4   .2   .3   .4
 270.0  694.8   2.7 -15.3  24.8    3.6   -4.1   5.4 319.1   6.2 -105.25492  40.01404    .5 235.1  3111.5   .6   .4   .3   .2   .2   .3
 280.0  689.6   2.2 -15.7  25.2    4.4   -4.4   6.2 314.7   6.0 -105.25338  40.01382    .4 222.2  3171.7   .5   .4   .4   .2   .2   .3
 290.0  684.9   1.7 -15.8  25.9    5.5   -5.5   7.8 314.8   5.6 -105.25165  40.01334    .4 200.8  3227.6   .7   .1   .6   .2   .2   .3
 300.0  678.1   1.3 -15.9  26.9    6.1   -4.8   7.8 308.5   8.0 -105.25075  40.01249    .5 187.8  3307.5  4.5   .1   .5   .2   .3   .4
 310.0  672.8    .7 -15.8  27.9    6.1   -4.1   7.3 304.0   6.3 -105.25037  40.01183    .5 183.3  3370.6  3.2  0.0   .3   .2   .2   .2
 320.0  669.1    .1 -15.8  29.3    5.9   -3.8   7.1 302.8   4.4 -105.24993  40.01146    .6 179.4  3414.5   .3   .1   .3   .2   .2   .3
 330.0  664.2   -.4 -15.8  30.6    5.7   -3.5   6.7 301.5   5.8 -105.24940  40.01114    .6 175.3  3473.0   .3   .1   .3   .2   .2   .3
 340.0  659.8   -.9 -15.8  31.5    5.9   -3.5   6.9 300.8   5.4 -105.24882  40.01079    .7 171.3  3527.1   .2  0.0   .3   .2   .2   .3
 350.0  655.0  -1.5 -16.0  31.9    5.8   -3.4   6.8 300.1   5.8 -105.24817  40.01048    .7 167.2  3584.7   .3  0.0   .4   .2   .2   .3
 360.0  650.2  -1.9 -16.4  31.9    6.5   -3.3   7.3 296.7   5.8 -105.24740  40.01016    .8 163.0  3642.9   .3  0.0   .3   .2   .2   .3
 370.0  645.9  -2.4 -16.7  32.7    7.5   -2.6   7.9 289.3   5.3 -105.24660  40.00995    .8 158.8  3695.6   .2  0.0   .3   .1   .2   .2
 380.0  641.6  -2.9 -16.8  33.8    7.9   -2.2   8.2 285.3   5.3 -105.24574  40.00971    .9 154.9  3748.7   .1  0.0   .3   .1   .1   .2
 390.0  636.9  -3.5 -16.8  35.0    8.0   -2.1   8.3 284.7   5.8 -105.24505  40.00954    .9 152.0  3806.7   .1  0.0   .4   .1   .2   .2
 400.0  632.3  -4.0 -17.0  35.8    7.9   -2.2   8.2 285.7   5.8 -105.24431  40.00937    .9 149.1  3864.2   .2  0.0   .3   .1   .2   .2
 410.0  627.9  -4.6 -17.2  36.6    7.7   -2.6   8.1 288.5   5.5 -105.24349  40.00915   1.0 146.4  3919.2   .3  0.0   .3   .1   .2   .2
 420.0  623.6  -5.1 -17.5  36.7    7.7   -2.7   8.2 289.4   5.4 -105.24256  40.00894   1.1 143.6  3973.2   .1  0.0   .3   .1   .2   .2
 430.0  619.0  -5.6 -17.9  37.1    8.1   -2.8   8.6 289.3   5.8 -105.24154  40.00885   1.1 140.4  4031.2   .3   .1   .8   .1   .2   .2
 440.0  614.1  -6.1 -18.1  38.8    8.5   -2.8   8.9 288.1   6.3 -105.24032  40.00863   1.2 137.3  4094.0   .2   .1   .3   .1   .2   .2
 450.0  609.6  -6.7 -18.0  40.8    9.6   -2.4   9.9 283.8   5.7 -105.23878  40.00848   1.3 133.6  4151.1   .3  0.0   .5   .1   .2   .2
 460.0  605.5  -7.2 -18.0  42.0   10.1   -2.3  10.3 282.7   5.3 -105.23704  40.00828   1.4 130.2  4203.7   .2  0.0  0.0   .2   .2   .3
 470.0  601.1  -7.7 -18.5  40.7   10.4   -2.7  10.7 284.4   5.7 -105.23551  40.00793   1.6 128.2  4261.1   .2  0.0   .9   .2   .2   .3
 480.0  596.8  -8.2 -19.3  39.9   10.9   -2.7  11.2 283.9   5.5 -105.23421  40.00768   1.7 126.6  4315.7   .2  0.0  1.3   .2   .2   .3
 490.0  592.7  -8.7 -19.8  40.6   11.3   -2.8  11.6 284.0   5.4 -105.23278  40.00730   1.8 125.4  4370.0   .2  0.0  1.3   .2   .2   .3
 500.0  588.3  -9.3 -19.7  43.6   12.0   -2.8  12.4 283.2   5.7 -105.23175  40.00703   1.9 124.6  4427.5   .4  0.0  1.2   .2   .2   .3
 510.0  583.9  -9.8 -19.6  45.4   12.5   -2.5  12.8 281.4   5.8 -105.23024  40.00680   2.0 123.1  4485.7   .3   .1  4.9   .2   .3   .3
 520.0  579.9 -10.2 -21.0  36.6   13.3   -2.4  13.5 280.1   5.3 -105.22829  40.00659   2.2 121.2  4538.8   .2   .1  4.4   .2   .2   .3
 530.0  576.1 -10.4 -25.1  22.6   13.6   -3.0  13.9 282.6   5.0 -105.22642  40.00631   2.3 119.8  4588.5   .2   .1  2.9   .1   .2   .3
 540.0  572.5 -10.7 -31.1  13.0   13.8   -4.6  14.5 288.3   4.8 -105.22468  40.00581   2.5 119.2  4636.6   .1  0.0  3.1   .1   .3   .3
 550.0  569.2 -10.9 -37.2   7.7   13.8   -6.1  15.1 293.8   4.5 -105.22315  40.00522   2.6 119.1  4682.1   .3  0.0   .3   .1   .2   .3
 560.0  565.9 -11.2 -41.8   6.0   13.4   -7.3  15.3 298.7   4.4 -105.22194  40.00435   2.8 119.8  4726.4   .2  0.0   .7   .1   .2   .2
 570.0  562.2 -11.6 -44.3   5.0   13.2   -7.7  15.3 300.3   5.0 -105.22050  40.00359   2.9 120.1  4776.7   .2  0.0   .6   .1   .2   .2
 580.0  558.2 -12.1 -46.8   4.0   13.1   -7.3  15.0 298.9   5.4 -105.21904  40.00291   3.0 120.1  4830.7   .2  0.0   .4   .1   .2   .3
 590.0  554.2 -12.4 -50.9   2.2   13.5   -7.1  15.2 297.7   5.5 -105.21726  40.00224   3.2 119.9  4885.6   .2  0.0   .5   .1   .2   .3
 600.0  550.6 -12.7 -57.6   1.0   13.5   -7.1  15.2 297.8   5.0 -105.21534  40.00157   3.4 119.6  4935.5   .2   .1  0.0   .1   .2   .2
 610.0  546.8 -13.0 -62.2   1.0   13.2   -7.1  15.0 298.3   5.2 -105.21367  40.00094   3.6 119.5  4987.8   .4   .1  0.0   .1   .2   .2
 620.0  542.8 -13.3 -62.4   1.0   12.6   -7.6  14.8 301.1   5.7 -105.21147  40.00061   3.7 118.5  5044.4   .3   .1  0.0   .1   .2   .3
 630.0  538.8 -13.7 -62.7   1.0   12.1   -7.8  14.4 302.8   5.7 -105.20943  40.00003   3.9 118.2  5101.2   .3   .1  0.0   .1   .2   .2
 640.0  534.8 -14.2 -63.0   1.0   11.6   -8.5  14.3 306.4   5.6 -105.20763  39.99943   4.1 118.0  5157.5   .4   .1  0.0   .1   .2   .2
 650.0  531.0 -14.6 -63.4   1.0   11.2   -9.1  14.4 309.3   5.4 -105.20602  39.99875   4.2 118.0  5211.2   .2  0.0  0.0   .1   .2   .2
 660.0  527.1 -15.1 -63.7   1.0   10.7  -10.0  14.6 313.0   5.5 -105.20478  39.99780   4.4 118.6  5266.7   .1  0.0  0.0   .1   .2   .2
 670.0  523.0 -15.6 -64.1   1.0   10.2  -10.5  14.6 316.0   6.0 -105.20373  39.99680   4.5 119.3  5326.5   .2   .1  0.0   .2   .2   .2
 680.0  518.6 -16.2 -64.5   1.0    9.6  -10.8  14.5 318.1   6.3 -105.20294  39.99557   4.6 120.3  5389.4   .2  0.0  0.0   .2   .2   .3
 690.0  514.2 -16.8 -65.0   1.0    8.7  -11.1  14.1 321.9   6.5 -105.20213  39.99456   4.8 121.1  5454.0   .1  0.0  0.0   .2   .3   .3
 700.0  510.2 -17.4 -65.5   1.0    8.2  -10.8  13.5 322.8   5.7 -105.20122  39.99358   4.9 121.7  5511.4   .1  0.0  0.0   .2   .2   .3
 710.0  506.0 -18.0 -65.9   1.0    8.7  -10.2  13.4 319.5   6.2 -105.20031  39.99265   5.0 122.2  5573.6   .3  0.0  0.0   .2   .2   .3
 720.0  501.4 -18.6 -66.4   1.0    9.3   -9.8  13.5 316.6   6.9 -105.19924  39.99174   5.1 122.6  5642.3   .4  0.0  0.0   .2   .2   .3
 730.0  497.5 -19.1 -66.8   1.0    9.8   -9.6  13.7 314.3   5.8 -105.19821  39.99087   5.3 123.0  5700.5   .1  0.0  0.0   .2   .3   .3
 740.0  493.9 -19.4 -67.1   1.0    9.8   -9.5  13.7 314.0   5.3 -105.19710  39.98998   5.4 123.4  5753.5   .1   .1  0.0   .1   .2   .3
 750.0  490.2 -19.9 -67.5   1.0   10.4   -8.7  13.6 309.9   5.7 -105.19586  39.98911   5.5 123.6  5810.4   .1  0.0  0.0  2.8   .6  2.9
 760.0  486.2 -20.4 -67.8   1.0   11.5   -8.7  14.4 307.2   5.9 -105.19466  39.98835   5.7 123.7  5869.9   .2  0.0  0.0  2.6   .5  2.7
 770.0  482.2 -21.0 -68.3   1.0   13.5   -9.2  16.3 304.3   6.2 -105.19335  39.98746   5.8 123.9  5931.8   .2  0.0  0.0  2.9   .6  2.9
 780.0  478.5 -21.5 -68.7   1.0   10.2   -9.0  13.6 311.5   5.6 -105.19211  39.98665   6.0 124.1  5988.2   .1  0.0  0.0  2.6   .6  2.7
 790.0  475.1 -21.9 -69.0   1.0    1.9  -10.1  10.3 349.3   5.3 -105.19103  39.98556   6.1 124.5  6041.0   .1  0.0  0.0  2.7   .6  2.8
 800.0  471.5 -22.4 -69.4   1.0   12.4   -9.5  15.6 307.6   5.6 -105.18990  39.98458   6.2 124.9  6096.9   .2  0.0  0.0   .1   .2   .3
 810.0  467.8 -22.9 -68.8   1.2   13.2   -9.8  16.4 306.6   5.8 -105.18881  39.98375   6.4 125.1  6155.1   .2  0.0   .4   .1   .2   .3
 820.0  464.2 -23.3 -63.6   2.9   13.5   -9.3  16.4 304.5   5.6 -105.18739  39.98304   6.5 125.0  6210.9   .3  0.0   .1   .1   .2   .3
 830.0  461.2 -23.7 -58.4   4.6   13.8   -8.2  16.1 300.6   4.7 -105.18579  39.98234   6.7 124.9  6257.8   .2  0.0  1.0   .2   .2   .3
 840.0  458.3 -24.1 -57.0   4.4   14.0   -7.7  16.0 298.7   4.7 -105.18397  39.98160   6.8 124.7  6304.8   .3  0.0   .8   .1   .2   .3
 850.0  455.0 -24.6 -57.3   4.5   13.8   -8.1  16.0 300.3   5.2 -105.18216  39.98081   7.0 124.6  6356.9   .2  0.0   .9   .1   .2   .3
 860.0  451.7 -25.0 -56.9   5.2   13.9   -8.7  16.4 301.9   5.2 -105.17979  39.98000   7.2 124.3  6409.4   .1   .1   .8   .2   .2   .3
 870.0  448.8 -25.4 -57.2   4.6   14.1   -9.2  16.8 303.0   4.7 -105.17732  39.97925   7.5 123.9  6456.3   .2  0.0   .8   .2   .2   .2
 880.0  446.0 -25.7 -57.2   5.6   14.6   -9.6  17.5 303.4   4.5 -105.17511  39.97834   7.7 123.7  6501.7   .1   .1  1.1   .1   .2   .2
 890.0  443.0 -26.1 -53.9   9.1   15.0   -9.4  17.7 302.2   4.9 -105.17353  39.97761   7.8 123.7  6550.4   .1  0.0   .8   .1   .2   .3
 900.0  440.0 -26.6 -51.3  10.8   15.1   -9.2  17.6 301.3   5.0 -105.17178  39.97684   8.0 123.6  6600.8   .1  0.0   .4   .1   .2   .2
 910.0  437.5 -26.9 -50.9  10.7   15.5   -8.8  17.8 299.5   4.1 -105.16974  39.97605   8.2 123.4  6641.5   .3  0.0   .4   .2   .2   .3
 920.0  435.0 -27.2 -52.4   8.4   16.0   -8.3  18.0 297.4   4.1 -105.16804  39.97537   8.4 123.3  6682.6   .1  0.0   .8   .2   .2   .3
 930.0  432.3 -27.6 -54.5   7.5   16.2   -8.2  18.2 296.8   4.5 -105.16656  39.97460   8.5 123.3  6727.7   .3  0.0  1.8   .1   .2   .2
 940.0  429.9 -28.0 -52.8  12.0   16.2   -8.3  18.2 297.1   4.0 -105.16513  39.97375   8.7 123.4  6767.9   .2  0.0   .5   .1   .2   .2
 950.0  427.2 -28.3 -49.1  17.3   15.5   -9.0  17.9 300.0   4.4 -105.16343  39.97292   8.8 123.4  6811.8  0.0  0.0   .7   .1   .2   .3
 960.0  424.3 -28.7 -47.3  19.2   15.0   -9.1  17.5 301.1   4.9 -105.16169  39.97212   9.0 123.3  6860.8  0.0  0.0   .7   .1   .2   .3
 970.0  421.6 -29.1 -47.2  18.9   14.8   -8.8  17.2 300.7   4.7 -105.16008  39.97136   9.2 123.3  6907.7   .2  0.0   .3   .1   .2   .2
 980.0  418.9 -29.5 -48.1  17.2   14.7   -7.7  16.6 297.6   4.6 -105.15810  39.97082   9.3 123.0  6953.5   .2  0.0   .4   .1   .2   .3
 990.0  416.2 -29.8 -49.2  16.2   14.9   -6.9  16.4 294.9   4.5 -105.15603  39.97026   9.5 122.8  6998.5   .2  0.0   .4   .1   .2   .3
1000.0  413.5 -30.1 -50.2  15.1   15.2   -6.6  16.6 293.3   4.7 -105.15407  39.96960   9.7 122.6  7045.5   .3  0.0   .5   .1   .1   .2
1010.0  411.0 -30.4 -51.2  14.0   15.3   -6.6  16.7 293.3   4.2 -105.15241  39.96888   9.9 122.6  7087.8   .2  0.0   .5   .1   .2   .3
1020.0  408.5 -30.7 -52.0  13.6   15.2   -7.2  16.9 295.4   4.4 -105.15059  39.96811  10.0 122.5  7131.4   .1  0.0   .6   .1   .2   .3
1030.0  405.8 -31.0 -52.5  13.4   15.2   -8.3  17.3 298.4   4.8 -105.14874  39.96734  10.2 122.4  7179.4   .2  0.0  1.0   .1   .2   .2
1040.0  403.1 -31.4 -53.2  12.3   15.1   -8.8  17.5 300.1   4.7 -105.14637  39.96661  10.4 122.2  7225.9   .1  0.0   .5   .1   .2   .2
1050.0  400.4 -31.7 -54.4  11.3   14.9   -8.5  17.2 299.8   4.7 -105.14459  39.96609  10.6 122.0  7273.3   .1  0.0   .3   .2   .3   .3
1060.0  397.8 -32.1 -55.3  11.0   14.8   -8.0  16.8 298.6   4.7 -105.14307  39.96555  10.7 121.9  7320.3   .2  0.0  0.0   .2   .3   .3
1070.0  395.0 -32.5 -55.8  11.0   14.7   -7.4  16.4 296.9   4.9 -105.14135  39.96490  10.9 121.8  7369.3   .2  0.0  0.0   .2   .3   .3
1080.0  392.1 -32.9 -56.2  11.0   14.5   -7.0  16.1 295.9   5.2 -105.13934  39.96430  11.1 121.7  7421.5   .2  0.0  0.0   .2   .3   .3
1090.0  388.9 -33.4 -56.6  11.0   14.7   -7.2  16.3 296.2   5.8 -105.13754  39.96364  11.2 121.6  7479.3   .1   .1  0.0   .2   .3   .3
1100.0  384.4 -34.1 -56.6  12.3   14.8   -7.8  16.8 297.8   8.1 -105.13564  39.96276  11.4 121.6  7560.4  3.2   .7  1.9   .2   .2   .3
1110.0  381.8 -34.5 -56.1  13.7   14.9   -8.2  17.0 298.7   4.8 -105.13387  39.96184  11.6 121.6  7608.5  2.3   .5  1.5   .2   .2   .3
1120.0  380.6 -34.7 -55.6  14.5   15.1   -8.7  17.4 299.9   2.1 -105.13288  39.96092  11.7 121.8  7629.0   .1  0.0   .3   .2   .3   .3
1130.0  378.0 -35.1 -55.2  15.9   15.4   -8.6  17.6 299.2   4.9 -105.13205  39.96002  11.9 122.0  7678.0   .2  0.0   .3   .2   .3   .3
1140.0  375.2 -35.5 -54.5  17.9   15.8   -8.1  17.7 297.2   5.1 -105.13049  39.95922  12.0 122.1  7728.7   .3   .1   .4   .2   .3   .3
1150.0  369.6 -36.0 -53.8  20.2   15.9   -7.4  17.5 294.9  10.6 -105.12866  39.95855  12.2 122.0  7834.4  7.0  0.0   .3   .2   .2   .3
1160.0  366.7 -36.5 -53.3  22.0   15.8   -7.0  17.3 293.8   5.4 -105.12678  39.95794  12.4 121.8  7888.0  9.0  0.0   .3   .2   .2   .3
1170.0  366.5 -37.0 -53.1  23.3   16.0   -7.1  17.5 294.1    .4 -105.12489  39.95731  12.5 121.7  7892.0   .4   .1   .6   .2   .2   .3
1180.0  363.1 -37.6 -52.7  26.3   16.1   -8.1  18.0 296.7   6.4 -105.12321  39.95644  12.7 121.8  7955.6   .3   .1  1.1   .2   .2   .3
1190.0  360.4 -38.1 -51.9  30.5   16.2   -8.7  18.4 298.2   5.2 -105.12172  39.95551  12.9 121.9  8007.6   .1  0.0   .5   .2   .2   .3
1200.0  358.0 -38.5 -51.3  33.0   16.2   -8.8  18.5 298.6   4.6 -105.12000  39.95478  13.0 121.8  8054.0  0.0  0.0   .3   .1   .2   .3
1210.0  355.1 -38.9 -51.1  34.4   16.2   -8.4  18.2 297.3   5.6 -105.11832  39.95434  13.2 121.7  8110.2   .2   .1   .4   .2   .3   .3
1220.0  351.5 -39.4 -51.2  35.1   17.2   -6.2  18.3 289.8   6.9 -105.11616  39.95381  13.4 121.5  8179.4   .3  0.0   .4   .2   .3   .4
1230.0  348.1 -39.9 -51.6  35.2   17.3   -5.2  18.0 286.7   6.6 -105.11308  39.95288  13.7 121.3  8245.1   .2  0.0   .3   .2   .3   .3
1240.0  345.6 -40.4 -52.2  34.7   17.0   -5.4  17.8 287.7   5.0 -105.11029  39.95216  13.9 121.0  8295.1   .1  0.0   .3   .2   .2   .3
1250.0  343.0 -40.8 -52.8  34.2   16.5   -6.4  17.7 291.1   5.1 -105.10786  39.95155  14.1 120.8  8346.4   .2  0.0   .3   .2   .2   .3
1260.0  339.9 -41.3 -53.4  33.8   16.2   -6.9  17.6 293.2   6.1 -105.10576  39.95079  14.3 120.8  8407.9   .3  0.0   .4   .2   .2   .3
1270.0  336.8 -41.8 -54.2  31.9   16.2   -7.1  17.7 293.8   6.3 -105.10374  39.95010  14.5 120.7  8471.4   .2  0.0   .1   .1   .2   .2
1280.0  334.2 -42.2 -55.3  29.8   16.4   -6.8  17.8 292.3   5.1 -105.10181  39.94965  14.7 120.5  8521.9   .1   .1   .3   .1   .2   .2
1290.0  331.8 -42.6 -56.3  28.1   16.3   -6.3  17.5 291.3   5.0 -105.09982  39.94923  14.8 120.3  8572.1   .1  0.0   .4   .2   .2   .3
1300.0  329.3 -43.0 -57.3  26.5   16.6   -6.0  17.7 289.7   5.0 -105.09790  39.94878  15.0 120.2  8622.6   .1  0.0   .4   .2   .2   .3
1310.0  327.0 -43.4 -58.1  26.0   17.2   -5.2  18.0 286.8   4.8 -105.09599  39.94827  15.2 120.0  8670.5   .1  0.0  0.0   .2   .2   .3
1320.0  324.6 -43.9 -58.7  26.0   17.3   -5.7  18.2 288.2   4.9 -105.09402  39.94772  15.3 119.9  8719.2   .1  0.0  0.0   .2   .2   .3
1330.0  322.3 -44.3 -59.1  26.0   16.9   -5.5  17.8 288.0   4.8 -105.09164  39.94755  15.5 119.6  8767.2   .1  0.0  0.0   .2   .2   .3
1340.0  320.1 -44.8 -59.6  26.3   16.6   -5.4  17.5 288.1   4.5 -105.08919  39.94753  15.7 119.2  8812.5   .1  0.0   .3   .2   .2   .3
1350.0  317.9 -45.2 -59.9  26.8   16.9   -5.1  17.6 286.9   4.6 -105.08691  39.94737  15.9 119.0  8858.2   .1   .1   .3   .2   .2   .2
1360.0  315.7 -45.6 -60.0  27.5   17.5   -5.0  18.2 286.1   4.6 -105.08499  39.94694  16.1 118.8  8904.5   .1   .1   .3   .2   .2   .3
1370.0  313.5 -46.0 -60.1  28.7   17.8   -5.0  18.5 285.8   4.6 -105.08317  39.94642  16.2 118.7  8950.7   .1  0.0   .4   .2   .2   .3
1380.0  311.4 -46.4 -60.0  30.7   17.8   -6.1  18.9 289.0   4.5 -105.08142  39.94574  16.4 118.7  8995.2   .2  0.0   .4   .1   .2   .3
1390.0  309.4 -46.6 -59.7  33.0   17.9   -7.1  19.2 291.7   4.3 -105.07961  39.94512  16.6 118.7  9038.3   .1  0.0   .4   .2   .3   .3
1400.0  307.4 -46.9 -59.4  34.7   17.8   -7.8  19.4 293.6   4.3 -105.07756  39.94455  16.7 118.6  9081.2   .1  0.0   .3   .1   .2   .3
1410.0  305.5 -47.2 -59.3  36.1   17.8   -7.9  19.5 294.0   4.2 -105.07544  39.94400  16.9 118.5  9123.6   .1  0.0   .3   .1   .2   .2
1420.0  303.4 -47.6 -59.3  37.6   17.8   -7.6  19.4 293.1   4.5 -105.07324  39.94333  17.1 118.4  9168.5   .1  0.0   .3   .1   .2   .2
1430.0  301.5 -48.0 -59.3  39.1   17.7   -7.5  19.2 293.1   4.2 -105.07095  39.94259  17.3 118.3  9210.2   .1  0.0   .3   .1   .2   .2
1440.0  299.7 -48.4 -59.4  40.2   17.7   -7.6  19.3 293.3   3.9 -105.06877  39.94188  17.5 118.2  9249.3  0.0  0.0   .4   .1   .2   .2
1450.0  297.9 -48.7 -59.5  41.0   17.8   -7.8  19.4 293.5   4.1 -105.06655  39.94121  17.7 118.2  9290.0  0.0  0.0   .4   .1   .2   .2
1460.0  296.0 -49.1 -59.7  41.8   18.0   -7.8  19.7 293.5   4.1 -105.06473  39.94032  17.9 118.2  9330.8  0.0  0.0   .3   .1   .2   .2
1470.0  294.2 -49.4 -60.0  42.0   18.2   -7.8  19.8 293.3   4.0 -105.06321  39.93941  18.1 118.3  9371.0   .1  0.0  0.0   .1   .2   .2
1480.0  292.1 -49.8 -60.5  41.2   18.3   -8.1  20.0 293.7   4.6 -105.06161  39.93854  18.3 118.4  9417.2   .2  0.0   .4   .1   .2   .2
1490.0  289.6 -50.3 -61.2  39.8   18.6   -8.3  20.3 293.9   5.7 -105.05966  39.93772  18.4 118.4  9474.6   .2   .1   .3   .1   .2   .2
1500.0  287.4 -50.8 -62.0  38.5   18.6   -8.2  20.3 293.9   4.9 -105.05767  39.93698  18.6 118.3  9523.6   .1  0.0   .4   .1   .2   .2
1510.0  285.5 -51.2 -62.7  38.0   18.4   -8.4  20.2 294.5   4.4 -105.05569  39.93631  18.8 118.3  9567.9   .2  0.0  0.0   .1   .2   .3
1520.0  283.6 -51.6 -63.2  38.3   18.3   -8.5  20.2 295.0   4.3 -105.05368  39.93560  19.0 118.3  9610.9   .1   .1   .3   .1   .2   .3
1530.0  281.8 -52.0 -63.5  39.2   18.0   -8.4  19.8 295.1   4.1 -105.05166  39.93483  19.2 118.2  9651.8   .1  0.0   .4   .2   .2   .3
